I9_PR,I9_PR_desc,proc_class
9053,C & SBLOOD,Minor Diagnostic
9054,PARASITOLOGYBLOOD,Minor Diagnostic
9055,TOXICOLOGYBLOOD,Minor Diagnostic
9056,CELL BLOCK/PAPBLOOD,Minor Diagnostic
9059,MICRO EXAMBLOOD NEC,Minor Diagnostic
9061,BACT SMEARSPLEEN/MARROW,Minor Diagnostic
9062,CULTURESPLEEN/MARROW,Minor Diagnostic
9063,C & SSPLEEN/MARROW,Minor Diagnostic
9064,PARASITOLSPLEEN/MARROW,Minor Diagnostic
9065,TOXICOLOGYSPLEEN/MARROW,Minor Diagnostic
9066,CELL BLK/PAPSPLEEN/MARR,Minor Diagnostic
9069,MICRO EXAMSPLN/MARR NEC,Minor Diagnostic
9071,BACT SMEARLYMPH SYSTEM,Minor Diagnostic
9072,CULTURELYMPH SYSTEM,Minor Diagnostic
9073,C & SLYMPH SYSTEM,Minor Diagnostic
9074,PARASITOLOGYLYMPH SYS,Minor Diagnostic
9075,TOXICOLOGYLYMPH SYSTEM,Minor Diagnostic
9076,CELL BLK/PAPLYMPH SYS,Minor Diagnostic
9079,MICRO EXAMLYMPH SYS NEC,Minor Diagnostic
9081,BACT SMEARUPPER GI,Minor Diagnostic
9082,CULTUREUPPER GI,Minor Diagnostic
9083,C & SUPPER GI,Minor Diagnostic
9084,PARASITOLOGYUPPER GI,Minor Diagnostic
9085,TOXICOLOGYUPPER GI,Minor Diagnostic
9086,CELL BLK/PAPUPPER GI,Minor Diagnostic
9089,MICRO EXAMUPPER GI NEC,Minor Diagnostic
9091,BACT SMEARLOWER GI,Minor Diagnostic
9092,CULTURELOWER GI,Minor Diagnostic
9093,C & SLOWER GI,Minor Diagnostic
9094,PARASITOLOGYLOWER GI,Minor Diagnostic
9095,TOXICOLOGYLOWER GI,Minor Diagnostic
9096,CELL BLK/PAPLOWER GI,Minor Diagnostic
9099,MICRO EXAMLOWER GI NEC,Minor Diagnostic
9101,BACT SMEARBILI/PANCREAS,Minor Diagnostic
9102,CULTUREBILI/PANCREAS,Minor Diagnostic
9103,C & SBILI/PANCREAS,Minor Diagnostic
9104,PARASITOLOGYBILI/PANCR,Minor Diagnostic
9105,TOXICOLOGYBILI/PANCREAS,Minor Diagnostic
9106,CELL BLK/PAPBILI/PANCRE,Minor Diagnostic
9109,MICRO EXAMBILI/PANC NEC,Minor Diagnostic
9111,BACT SMEARPERITONEUM,Minor Diagnostic
9112,CULTUREPERITONEUM,Minor Diagnostic
9113,C & SPERITONEUM,Minor Diagnostic
9114,PARASITOLOGYPERITONEUM,Minor Diagnostic
9115,TOXICOLOGYPERITONEUM,Minor Diagnostic
9116,CELL BLK/PAPPERITONEUM,Minor Diagnostic
9119,MICRO EXAMPERITON NEC,Minor Diagnostic
9121,BACT SMEARUPPER URINARY,Minor Diagnostic
9122,CULTUREUPPER URINARY,Minor Diagnostic
9123,C & SUPPER URINARY,Minor Diagnostic
9124,PARASITOLOGYUPPER URIN,Minor Diagnostic
9125,TOXICOLOGYUPPER URINARY,Minor Diagnostic
9126,CELL BLK/PAPUPPER URIN,Minor Diagnostic
9129,MICRO EXAMUPPR URIN NEC,Minor Diagnostic
9131,BACT SMEARLOWER URINARY,Minor Diagnostic
9132,CULTURELOWER URINARY,Minor Diagnostic
9133,C & SLOWER URINARY,Minor Diagnostic
9134,PARASITLOLGYLOWER URIN,Minor Diagnostic
9135,TOXICOLOGYLOWER URINARY,Minor Diagnostic
9136,CELL BLK/PAPLOWER URIN,Minor Diagnostic
9139,MICRO EXAMLOW URIN NEC,Minor Diagnostic
9141,BACT SMEARFEMALE GENIT,Minor Diagnostic
9142,CULTUREFEMALE GENITAL,Minor Diagnostic
9143,C & SFEMALE GENITAL,Minor Diagnostic
9144,PARASITOLOGYFEMALE GEN,Minor Diagnostic
9145,TOXICOLOGYFEMALE GENIT,Minor Diagnostic
9146,CELL BLK/PAPFEMALE GEN,Minor Diagnostic
9149,MICRO EXAMFEMAL GEN NEC,Minor Diagnostic
9151,BACT SMEARMUSCULOSKEL,Minor Diagnostic
9152,CULTUREMUSCULOSKELETAL,Minor Diagnostic
9153,C & SMUSCULOSKELETAL,Minor Diagnostic
9154,PARASITOLOGYMUSCULOSKEL,Minor Diagnostic
9155,TOXICOLOGYMUSCULOSKEL,Minor Diagnostic
9156,CELL BLK/PAPMUSCULOSKEL,Minor Diagnostic
9159,MICRO EXAMMUSCULOSK NEC,Minor Diagnostic
9161,BACT SMEARINTEGUMENT,Minor Diagnostic
9162,CULTUREINTEGUMENT,Minor Diagnostic
9163,C & SINTEGUMENT,Minor Diagnostic
9164,PARASITOLOGYINTEGUMENT,Minor Diagnostic
9165,TOXICOLOGYINTEGUMENT,Minor Diagnostic
9166,CELL BLK/PAPINTEGUMENT,Minor Diagnostic
9169,MICRO EXAMINTEGUMEN NEC,Minor Diagnostic
9171,BACT SMEAROP WOUND,Minor Diagnostic
9172,CULTUREOP WOUND,Minor Diagnostic
9173,C & SOP WOUND,Minor Diagnostic
9174,PARASITOLOGYOP WOUND,Minor Diagnostic
9175,TOXICOLOGYOP WOUND,Minor Diagnostic
9176,CELL BLK/PAPOP WOUND,Minor Diagnostic
9179,MICRO EXAMOP WOUND NEC,Minor Diagnostic
9181,BACT SMEAR NEC,Minor Diagnostic
9182,CULTURE NEC,Minor Diagnostic
9183,C & S NEC,Minor Diagnostic
9184,PARASITOLOGY NEC,Minor Diagnostic
9185,TOXICOLOGY NEC,Minor Diagnostic
9186,CELL BLK/PAP NEC,Minor Diagnostic
9189,MICRO EXAM NEC,Minor Diagnostic
9191,BACT SMEAR NOS,Minor Diagnostic
9192,CULTURE NOS,Minor Diagnostic
9193,C & S NOS,Minor Diagnostic
9194,PARASITOLOGY NOS,Minor Diagnostic
9195,TOXICOLOGY NOS,Minor Diagnostic
9196,CELL BLK/PAP NOS,Minor Diagnostic
9199,MICRO EXAM NOS,Minor Diagnostic
9201,THYROID SCAN/ISOTOP FUNC,Minor Diagnostic
9202,LIVER SCAN/ISOTOPE FUNCT,Minor Diagnostic
9203,RENAL SCAN/ISOTOPE FUNCT,Minor Diagnostic
9204,GI SCAN & ISOTOPE FUNCT,Minor Diagnostic
9205,CVASC SCAN/ISOTOP FUNCT,Minor Diagnostic
9209,OTHER ISOTOPE FUNCTION,Minor Diagnostic
9211,CEREBRAL SCAN,Minor Diagnostic
9212,HEAD SCAN NEC,Minor Diagnostic
9213,PARATHYROID SCAN,Minor Diagnostic
9214,BONE SCAN,Minor Diagnostic
9215,PULMONARY SCAN,Minor Diagnostic
9216,LYMPHATIC SYSTEM SCAN,Minor Diagnostic
9217,PLACENTAL SCAN,Minor Diagnostic
9218,TOTAL BODY SCAN,Minor Diagnostic
9219,SCAN OF OTHER SITES,Minor Diagnostic
9220,INF LIQUID BRACHY ISOTOP (Begin 2005),Minor Therapeutic
9221,SUPERFICIAL RADIATION,Minor Therapeutic
9222,ORTHOVOLTAGE RADIATION,Minor Therapeutic
9223,RADIOISOT TELERADIOTHER,Minor Therapeutic
9224,TELERADIO (PROTONS)S (Begin 1980),Minor Therapeutic
9225,ELECTRON TELERADIOTHERAP,Minor Therapeutic
9226,PARTICUL TELERADIOTH NEC,Minor Therapeutic
9227,RADIOACTIVE ELEM IMPLANT,Major Therapeutic
9228,ISOTOPE INJECT/INSTILL,Minor Therapeutic
9229,RADIOTHERAPEUT PROC NEC,Minor Therapeutic
923 ,STEREOTACT RADIOSURGERY (Begin 1995 End 1998),Minor Therapeutic
9230,STEREOTACTIC RADIOSURG NOS (Begin 1998),Minor Therapeutic
9231,SINGL SOURC PHOTON RADIOSURG (Begin 1998),Minor Therapeutic
9232,MULTISOURC PHOTON RADIOSURG (Begin 1998),Minor Therapeutic
9233,PARTICULATE RADIOSURG (Begin 1998),Minor Therapeutic
9239,STEREOTACTIC RADIOSURG NEC (Begin 1998),Minor Therapeutic
9241,INTRA-OP ELECTRON RAD RX (Begin 2007),Minor Therapeutic
9301,FUNCTIONAL PT EVALUATION,Minor Diagnostic
9302,ORTHOTIC EVALUATION,Minor Diagnostic
9303,PROSTHETIC EVALUATION,Minor Diagnostic
9304,MANUAL MUSCLE FUNCT TEST,Minor Diagnostic
9305,RANGE OF MOTION TESTING,Minor Diagnostic
9306,LIMB LENGTH MEASUREMENT,Minor Diagnostic
9307,BODY MEASUREMENT,Minor Diagnostic
9308,ELECTROMYOGRAPHY,Minor Diagnostic
9309,OTHER DX PT PROCEDURE,Minor Diagnostic
9311,ASSISTING EXERCISE,Minor Therapeutic
9312,ACTIV MUSCULOSK EXER NEC,Minor Therapeutic
9313,RESISTIVE EXERCISE,Minor Therapeutic
9314,JOINT MOVEMENT TRAINING,Minor Therapeutic
9315,MOBILIZATION OF SPINE,Minor Therapeutic
9316,OTHER JOINT MOBILIZATION,Minor Therapeutic
9317,PASS MUSCULOSK EXER NEC,Minor Therapeutic
9318,PT BREATHING EXERCISE,Minor Therapeutic
9319,PT EXERCISE NEC,Minor Therapeutic
9321,MANUAL & MECHAN TRACTION,Minor Therapeutic
9322,AMBULAT & GAIT TRAINING,Minor Therapeutic
9323,ORTHOTIC DEVICE FITTING,Minor Therapeutic
9324,PROSTHET/ORTHOT TRAINING,Minor Therapeutic
9325,FORCED LIMB EXTENSION,Minor Therapeutic
9326,MANUAL RUPT JOINT ADHES,Minor Therapeutic
9327,MUSC OR TEND STRETCHING,Minor Therapeutic
9328,STRETCHING OF FASCIA,Minor Therapeutic
9329,FORCIB CORRECT DEFOR NEC,Minor Therapeutic
9331,ASSISTED POOL EXERCISE,Minor Therapeutic
9332,WHIRLPOOL TREATMENT,Minor Therapeutic
9333,OTHER HYDROTHERAPY,Minor Therapeutic
9334,DIATHERMY,Minor Therapeutic
9335,OTHER HEAT THERAPY,Minor Therapeutic
9336,CARDIAC RETRAINING,Minor Therapeutic
9337,PRENATAL TRAINING,Minor Therapeutic
9338,COMBINED PT NOS,Minor Therapeutic
9339,PHYSICAL THERAPY NEC,Minor Therapeutic
9341,SPINE TRACT W SKULL DEV,Minor Therapeutic
9342,OTHER SPINAL TRACTION,Minor Therapeutic
9343,INTERMITT SKEL TRACTION,Minor Therapeutic
9344,OTHER SKELETAL TRACTION,Minor Therapeutic
9345,THOMAS,Minor Therapeutic
9346,LIMB SKIN TRACTION NEC,Minor Therapeutic
9351,PLASTER JACKET APPLICAT,Minor Therapeutic
9352,NECK SUPPORT APPLICATION,Minor Therapeutic
9353,OTHER CAST APPLICATION,Minor Therapeutic
9354,APPLICATION OF SPLINT,Minor Therapeutic
9355,DENTAL WIRING,Minor Therapeutic
9356,PRESSURE DRESSING APPLIC,Minor Therapeutic
9357,DRESSING OF WOUND NEC,Minor Therapeutic
9358,PRESSURE TROUSER APPLICA,Minor Therapeutic
9359,IMMOBILIZ/WOUND ATTN NEC,Minor Therapeutic
9361,OMT FOR GEN,Minor Therapeutic
9362,OMT WITH HIVELLOAMPLI,Minor Therapeutic
9363,OMT WITH LOVELHIAMPLI,Minor Therapeutic
9364,OMT WITH ISOTONISOMETRI,Minor Therapeutic
9365,OMT WITH INDIRECT FORCES,Minor Therapeutic
9366,OMT TO MOVE TISSUE FLUID,Minor Therapeutic
9367,OSTEOPATH MANIPULAT NEC,Minor Therapeutic
9371,DYSLEXIA TRAINING,Minor Therapeutic
9372,DYSPHASIA TRAINING,Minor Therapeutic
9373,ESOPHAG SPEECH TRAINING,Minor Therapeutic
9374,SPEECH DEFECT TRAINING,Minor Therapeutic
9375,OTHER SPEECH THERAPY,Minor Therapeutic
9376,TRAINING IN LEAD DOG USE,Minor Therapeutic
9377,BRAILLE OR MOON TRAINING,Minor Therapeutic
9378,REHAB FOR THE BLIND NEC,Minor Therapeutic
9381,RECREATIONAL THERAPY,Minor Therapeutic
9382,EDUCATIONAL THERAPY,Minor Therapeutic
9383,OCCUPATIONAL THERAPY,Minor Therapeutic
9384,MUSIC THERAPY,Minor Therapeutic
9385,VOCATIONAL REHABILITAT,Minor Therapeutic
9389,REHABILITATION NEC,Minor Therapeutic
9390,CONT POS AIRWAY PRESSURE (Begin 1988),Minor Therapeutic
9391,IPPB,Minor Therapeutic
9392,OTH MECH RESP ASSISTS (Begin 1980 End 1991),Minor Therapeutic
9393,NONMECHAN RESUSCITATION,Minor Therapeutic
9394,NEBULIZER THERAPY,Minor Therapeutic
9395,HYPERBARIC OXYGENATION,Minor Therapeutic
9396,OXYGEN ENRICHMENT NEC,Minor Therapeutic
9397,DECOMPRESSION CHAMBER,Minor Therapeutic
9398,ATMOS PRESS/COMPOS CONTR,Minor Therapeutic
9399,OTHER RESP PROCEDURES,Minor Therapeutic
9401,INTELLIGENCE TEST ADMIN,Minor Diagnostic
9402,PSYCHOLOGIC TEST ADMINIS,Minor Diagnostic
9403,CHARACTER ANALYSIS,Minor Diagnostic
9408,PSYCHOL EVAL & TEST NEC,Minor Diagnostic
9409,PSYCHOL MENTAL STAT NOS,Minor Diagnostic
9411,PSYCHIAT MENTAL DETERMIN,Minor Diagnostic
9412,ROUTINE PSYCHIAT VISIT,Minor Diagnostic
9413,PSYCHIA COMMITMENT EVAL,Minor Diagnostic
9419,PSYCHIA INTERV/EVAL NEC,Minor Diagnostic
9421,NARCOANALYSIS,Minor Therapeutic
9422,LITHIUM THERAPY,Minor Therapeutic
9423,NEUROLEPTIC THERAPY,Minor Therapeutic
9424,CHEMICAL SHOCK THERAPY,Minor Therapeutic
9425,PSYCHIAT DRUG THERAP NEC,Minor Therapeutic
9426,SUBCONVULSIVE EST,Minor Therapeutic
9427,ELECTROSHOCK THERAPY NEC,Minor Therapeutic
9429,PSYCHIATR SOMATOTHER NEC,Minor Therapeutic
9431,PSYCHOANALYSIS,Minor Therapeutic
9432,HYPNOTHERAPY,Minor Therapeutic
9433,BEHAVIOR THERAPY,Minor Therapeutic
9434,IND THERAP PSYCHSEX DYSF,Minor Therapeutic
9435,CRISIS INTERVENTION,Minor Therapeutic
9436,PLAY PSYCHOTHERAPY,Minor Therapeutic
9437,EXPLOR VERBAL PSYCHOTHER,Minor Therapeutic
9438,SUPPOR VERBAL PSYCHOTHER,Minor Therapeutic
9439,INDIVID PSYCHOTHERAP NEC,Minor Therapeutic
9441,GRP THERAP PSYCHSEX DYSF,Minor Therapeutic
9442,FAMILY THERAPY,Minor Therapeutic
9443,PSYCHODRAMA,Minor Therapeutic
9444,OTHER GROUP THERAPY,Minor Therapeutic
9445,DRUG ADDICT COUNSELLING,Minor Therapeutic
9446,ALCOHOLISM COUNSELLING,Minor Therapeutic
9449,OTHER COUNSELLING,Minor Therapeutic
9451,REFERRAL FOR PSYCHOTHER,Minor Therapeutic
9452,REFERRAL PSYCH AFTERCARE,Minor Therapeutic
9453,REFERRAL ALCOHOL REHAB,Minor Therapeutic
9454,REFERRAL FOR DRUG REHAB,Minor Therapeutic
9455,REFERRAL VOCATION REHAB,Minor Therapeutic
9459,REFERRAL PSYCH REHAB NEC,Minor Therapeutic
9461,ALCOHOL REHABILITATION (Begin 1989),Minor Therapeutic
9462,ALCOHOL DETOXIFICATION (Begin 1989),Minor Therapeutic
9463,ALCOHOL REHAB/DETOX (Begin 1989),Minor Therapeutic
9464,DRUG REHABILITATION (Begin 1989),Minor Therapeutic
9465,DRUG DETOXIFICATION (Begin 1989),Minor Therapeutic
9466,DRUG REHAB/DETOX (Begin 1989),Minor Therapeutic
9467,COMB ALCOHOL/DRUG REHAB (Begin 1989),Minor Therapeutic
9468,COMB ALCOHOL/DRUG DETOX (Begin 1989),Minor Therapeutic
9469,COMB ALCO/DRUG REHA/DETO(Begin 1989),Minor Therapeutic
9501,LIMITED EYE EXAMINATION,Minor Diagnostic
9502,COMPREHENSIVE EYE EXAM,Minor Diagnostic
9503,EXTENDED OPHTHAL WORKUP,Minor Diagnostic
9504,ANESTHETIZED EYE EXAM,Major Diagnostic
9505,VISUAL FIELD STUDY,Minor Diagnostic
9506,COLOR VISION STUDY,Minor Diagnostic
9507,DARK ADAPTATION STUDY,Minor Diagnostic
9509,EYE EXAMINATION NOS,Minor Diagnostic
9511,FUNDUS PHOTOGRAPHY,Minor Diagnostic
9512,EYE FLUORESCEIN ANGIOGRA,Minor Diagnostic
9513,ULTRASOUND STUDY OF EYE,Minor Diagnostic
9514,XRAY STUDY OF EYE,Minor Diagnostic
9515,OCULAR MOTILITY STUDY,Minor Diagnostic
9516,P32 & EYE TRACER NEC,Minor Diagnostic
9521,ELECTRORETINOGRAM,Minor Diagnostic
9522,ELECTROOCULOGRAM,Minor Diagnostic
9523,VISUAL EVOKED POTENTIAL,Minor Diagnostic
9524,ELECTRONYSTAGMOGRAM,Minor Diagnostic
9525,ELECTROMYOGRAM OF EYE,Minor Diagnostic
9526,GLAUCOMA TESTING,Minor Diagnostic
9531,SPECTACLE FIT & DISPENSE,Minor Therapeutic
9532,PERSCR/FIT/DISP CONTACTS,Minor Therapeutic
9533,OTH LO VISION AID DISPEN,Minor Therapeutic
9534,OCULAR PROSTHETICS,Minor Therapeutic
9535,ORTHOPTIC TRAINING,Minor Therapeutic
9536,OPHTH COUNSEL & INSTRUCT,Minor Therapeutic
9541,AUDIOMETRY,Minor Diagnostic
9542,CLINICAL HEARING TEST,Minor Diagnostic
9543,AUDIOLOGICAL EVALUATION,Minor Diagnostic
9544,CLIN VESTIBUL FUNCT TEST,Minor Diagnostic
9545,ROTATION TESTS,Minor Diagnostic
9546,AUDIT & VESTIB TEST NEC,Minor Diagnostic
9547,HEARING EXAMINATION NOS,Minor Diagnostic
9548,FITTING OF HEARING AID,Minor Therapeutic
9549,NONOP HEARING PROC NEC,Minor Therapeutic
9601,INSERT NASOPHARYN AIRWAY,Minor Therapeutic
9602,INSERT OROPHARYN AIRWAY,Minor Therapeutic
9603,INSERT ESOPH OBTU AIRWAY,Minor Therapeutic
9604,INSERT ENDOTRACHEAL TUBE,Minor Therapeutic
9605,RESP TRACT INTUBAT NEC,Minor Therapeutic
9606,INSERT SENGSTAKEN TUBE,Minor Therapeutic
9607,INSERT GASTRIC TUBE NEC,Minor Therapeutic
9608,INSERT INTESTINAL TUBE,Minor Therapeutic
9609,INSERT RECTAL TUBE,Minor Therapeutic
9611,PACK EXT AUDITORY CANAL,Minor Therapeutic
9614,VAGINAL PACKING,Minor Therapeutic
9615,VAGINAL MOLD INSERTION,Minor Therapeutic
9616,OT VAGINAL DILATION,Minor Therapeutic
9617,VAG DIAPHRAGM INSERTION,Minor Therapeutic
9618,OTH VAGIN PESSARY INSERT,Minor Therapeutic
9619,RECTAL PACKING,Minor Therapeutic
9621,DILAT FRONTONASAL DUCT,Minor Therapeutic
9622,DILATION OF RECTUM,Minor Therapeutic
9623,DILATION ANAL SPHINCTER,Minor Therapeutic
9624,DILAT ENTEROSTOMY STOMA,Minor Therapeutic
9625,THERAPEUT DISTENT BLADD,Minor Therapeutic
9626,MANUAL REDUC RECT PROLAP,Minor Therapeutic
9627,MANUAL REDUCTION HERNIA,Minor Therapeutic
9628,MANL REDUCT STOMA PROLAP,Minor Therapeutic
9629,REDUCT INTUSSUSEPT ALIMENT T (Begin 1998),Minor Therapeutic
9631,GASTRIC COOLING,Minor Therapeutic
9632,GASTRIC FREEZING,Minor Therapeutic
9633,GASTRIC LAVAGE,Minor Therapeutic
9634,GASTRIC TUBE IRRIGAT NEC,Minor Therapeutic
9635,GASTRIC GAVAGE,Minor Therapeutic
9636,GI OSTOMY IRRIGATION,Minor Therapeutic
9637,PROCLYSIS,Minor Therapeutic
9638,IMPACTED FECES REMOVAL,Minor Therapeutic
9639,OTHER TRANSANAL ENEMA,Minor Therapeutic
9641,BILIARY TUBE IRRIGATION,Minor Therapeutic
9642,PANCREATIC TUBE IRRIGAT,Minor Therapeutic
9643,GI TRACT INSTILLAT NEC,Minor Therapeutic
9644,VAGINAL DOUCHE,Minor Therapeutic
9645,NEPHROST/PYELOST IRRIGAT,Minor Therapeutic
9646,URTEROST/URETE CTH IRRIG,Minor Therapeutic
9647,CYSTOSTOMY IRRIGATION,Minor Therapeutic
9648,INDWELL CATH IRRIG NEC,Minor Therapeutic
9649,OTHER GU INSTILLATION,Minor Therapeutic
9651,IRRIGATION OF EYE,Minor Therapeutic
9652,IRRIGATION OF EAR,Minor Therapeutic
9653,IRRIGATION OF NASAL PASS,Minor Therapeutic
9654,DENTAL SCALING & DEBRIDE,Minor Therapeutic
9655,TRACHEOSTOMY TOILETTE,Minor Therapeutic
9656,BRONCH/TRACH LAVAGE NEC,Minor Therapeutic
9657,VASCULAR CATH IRRIGATION,Minor Therapeutic
9658,WOUND CATHETER IRRIGAT,Minor Therapeutic
9659,WOUND IRRIGATION NEC,Minor Therapeutic
966 ,ENTRAL INFUS NUTRIT SUB (Begin 1986),Minor Therapeutic
9670,CONT MECH VENTUNSPC DUR (Begin 1991),Minor Therapeutic
9671,CONT MECH VENT < 96 HRS (Begin 1991),Minor Therapeutic
9672,CONT MECH VENT 96+ HRS (Begin 1991),Minor Therapeutic
9701,REPLACE GAST/ESOPH TUBE,Minor Therapeutic
9702,REPLACE GASTROSTOMY TUBE,Minor Therapeutic
9703,REPLACE SMALL BOWEL TUBE,Minor Therapeutic
9704,REPLACE LARGE BOWEL TUBE,Minor Therapeutic
9705,REPL STENT IN BILE DUCT (Begin 1989),Minor Therapeutic
9711,REPLACE UPPER LIMB CAST,Minor Therapeutic
9712,REPLACE LOWER LIMB CAST,Minor Therapeutic
9713,REPLACE CAST NEC,Minor Therapeutic
9714,REPLAC M/S IMMOB DEV NEC,Minor Therapeutic
9715,REPLACE WOUND CATHETER,Minor Therapeutic
9716,REPLACE WOUND PACK/DRAIN,Minor Therapeutic
9721,REPLACE NASAL PACKING,Minor Therapeutic
9722,REPLACE DENTAL PACKING,Minor Therapeutic
9723,REPLACE TRACH TUBE,Minor Therapeutic
9724,REPLACE VAG DIAPHRAGM,Minor Therapeutic
9725,REPLACE VAGINAL PESSARY,Minor Therapeutic
9726,REPLACE VAG/VULV PACKING,Minor Therapeutic
9729,NONOP REPLACEMENT NEC,Minor Therapeutic
9731,REMOVE EYE PROSTHESIS,Minor Therapeutic
9732,REMOVE NASAL PACKING,Minor Therapeutic
9733,REMOVE DENTAL WIRING,Minor Therapeutic
9734,REMOVE DENTAL PACKING,Minor Therapeutic
9735,REMOVE DENTAL PROSTHESIS,Minor Therapeutic
9736,REMOVE EXT MAND FIX DEV,Minor Therapeutic
9737,REMOVE TRACHEOSTOMY TUBE,Minor Therapeutic
9738,REMOVE HEAD/NECK SUTURES,Minor Therapeutic
9739,REMOVE HEAD/NECK DEV NEC,Minor Therapeutic
9741,REMOV THORACOTOMY TUBE,Minor Therapeutic
9742,REMOV MEDIASTINAL DRAIN,Minor Therapeutic
9743,REMOV THORAX SUTURES,Minor Therapeutic
9744,NONOP REMOVAL HEART ASSIST (Begin 2001),Minor Therapeutic
9749,REMOV THOR THER DEV NEC,Minor Therapeutic
9751,REMOV GASTROSTOMY TUBE,Minor Therapeutic
9752,REMOV SMALL BOWEL TUBE,Minor Therapeutic
9753,REMOV LARGE BOWEL TUBE,Minor Therapeutic
9754,REMOV CHOLECYSTOST TUBE,Minor Therapeutic
9755,REMOV BILIARY/LIVER TUBE,Minor Therapeutic
9756,REMOV PANCREATIC TUBE,Minor Therapeutic
9759,REMOV OTHER GI DEVICE,Minor Therapeutic
9761,REMOV PYELOS/NEPHROS TUB,Minor Therapeutic
9762,REMOV URETERAL DRAIN,Minor Therapeutic
9763,REMOV CYSTOSTOMY TUBE,Minor Therapeutic
9764,REMOV URIN DRAINAGE NEC,Minor Therapeutic
9765,REMOV URETHRAL STENT,Minor Therapeutic
9769,REMOV OTHER URIN DEVICE,Minor Therapeutic
9771,REMOVAL IUD,Minor Therapeutic
9772,REMOV INTRAUTERINE PACK,Minor Therapeutic
9773,REMOV VAGINAL DIAPHRAGM,Minor Therapeutic
9774,REMOVAL OTH VAG PESSARY,Minor Therapeutic
9775,REMOV VAG/VULV PACKING,Minor Therapeutic
9779,REMOV OTHER GENIT DEVICE,Minor Therapeutic
9781,REMOV RETROPERITON DRAIN,Minor Therapeutic
9782,REMOV PERITONEAL DRAIN,Minor Therapeutic
9783,REMOV ABDOM WALL SUTURE,Minor Therapeutic
9784,REMOV TRUNK SUTURE NEC,Minor Therapeutic
9785,REMOV TRUNK PACKING NEC,Minor Therapeutic
9786,REMOV ABDOMEN DEVICE NEC,Minor Therapeutic
9787,REMOV TRUNK DEVICE NEC,Minor Therapeutic
9788,REMOV EXT IMMOBILIZATION,Minor Therapeutic
9789,REMOV THERAPEUT DEV NEC,Minor Therapeutic
9801,REMOV INTRALUM MOUTH FB,Minor Therapeutic
9802,REMOV INTRALUM ESOPH FB,Minor Therapeutic
9803,REMOV INTRALUM GASTR FB,Minor Therapeutic
9804,REMOV INTRALUM COLON FB,Minor Therapeutic
9805,REMOV INTRALUM RECT FB,Minor Therapeutic
9811,REMOV INTRALUM EAR FB,Minor Therapeutic
9812,REMOV INTRALUM NOSE FB,Minor Therapeutic
9813,REMOV INTRALUM PHARYN FB,Minor Therapeutic
9814,REMOV INTRALUM LARYN FB,Minor Therapeutic
9815,REMOV INTRALUM TRACH FB,Minor Therapeutic
9816,REMOV INTRALUM UTER FB,Minor Therapeutic
9817,REMOV INTRALUM VAG FB,Minor Therapeutic
9818,REMOV INTRALUM STOMA FB,Minor Therapeutic
9819,REMOVE INTRALUM URETH FB,Minor Therapeutic
9820,REMOVAL OF FB NOS,Minor Therapeutic
9821,REMOVAL SUPERFIC FB EYE,Minor Therapeutic
9822,REMOVAL HEAD/NECK FB,Minor Therapeutic
9823,REMOVAL VULVAR FB,Minor Therapeutic
9824,REMOVAL SCROTAL/PENIS FB,Minor Therapeutic
9825,REMOVAL TRUNK FB NEC,Minor Therapeutic
9826,REMOVAL FB FROM HAND,Minor Therapeutic
9827,REMOVAL FB FROM ARM,Minor Therapeutic
9828,REMOVAL FB FROM FOOT,Minor Therapeutic
9829,REMOVAL FB FROM LEG,Minor Therapeutic
9851,ESWL KID/URETER/BLADDER (Begin 1989),Minor Therapeutic
9852,ESWL GB/BILE DUCT (Begin 1989),Minor Therapeutic
9859,ESWL OTHER SITES (Begin 1989),Minor Therapeutic
9900,PERIOP AUTOLOG BLD TRANS (Begin 1995),Minor Therapeutic
9901,EXCHANGE TRANSFUSION,Minor Therapeutic
9902,WHOLE BLOOD AUTOTRANSFUS,Minor Therapeutic
9903,WHOLE BLOOD TRANSFUS NEC,Minor Therapeutic
9904,PACKED CELL TRANSFUSION,Minor Therapeutic
9905,PLATELET TRANSFUSION,Minor Therapeutic
9906,COAG FACTOR TRANSFUSION,Minor Therapeutic
9907,SERUM TRANSFUSION NEC,Minor Therapeutic
9908,BLOOD EXPANDER TRANSFUS,Minor Therapeutic
9909,TRANSFUSION NEC,Minor Therapeutic
9910,INJ INFUS THROMBOLYTIC AGENT (Begin 1998),Minor Therapeutic
9911,INJECT RH IMMUNE GLOBUL,Minor Therapeutic
9912,ALLERGY IMMUNIZATION,Minor Therapeutic
9913,AUTOIMMUNE DIS IMMUNIZAT,Minor Therapeutic
9914,INJECT GAMMA GLOBULIN,Minor Therapeutic
9915,PARENT INFUS NUTRIT SUB (Begin 1986),Minor Therapeutic
9916,INJECT ANTIDOTE,Minor Therapeutic
9917,INJECT INSULIN,Minor Therapeutic
9918,INJECT/INFUSE ELECTROLYT,Minor Therapeutic
9919,INJECT ANTICOAGULANT,Minor Therapeutic
9920,INJ INFUS PLATELET INHIBITOR (Begin 1998),Minor Therapeutic
9921,INJECT ANTIBIOTIC,Minor Therapeutic
9922,INJECT ANTIINFECT NEC,Minor Therapeutic
9923,INJECT STEROID,Minor Therapeutic
9924,INJECT HORMONE NEC,Minor Therapeutic
